,ArrDelay,Month,DayOfWeek,AirTime,Distance,TaxiIn,TaxiOut,DepDelay,Diverted,Carrier,Weather,NAS,Security,LateAircraft
451,1,6,1,304,2133,10,25,8,0,0,0,0,0,0
452,-8,4,3,35,90,3,13,-6,0,0,0,0,0,0
453,48,3,5,130,693,12,20,13,0,0,0,1,0,0
454,9,5,6,117,927,23,22,-3,0,0,0,0,0,0
455,31,6,5,281,2381,4,12,49,0,0,0,1,0,0
457,-6,6,3,84,590,4,6,5,0,0,0,0,0,0
458,-11,8,3,209,1723,18,16,-4,0,0,0,0,0,0
459,-16,10,3,104,852,8,12,0,0,0,0,0,0,0
460,8,11,7,160,1145,12,23,-3,0,0,0,0,0,0
461,-16,8,4,258,2182,8,19,-7,0,0,0,0,0,0
462,-3,1,7,68,479,3,6,10,0,0,0,0,0,0
463,-21,11,6,74,531,2,16,-9,0,0,0,0,0,0
464,-9,8,1,44,236,6,16,0,0,0,0,0,0,0
465,9,4,6,157,1011,6,31,12,0,0,0,0,0,0
466,-7,4,2,80,616,8,10,-5,0,0,0,0,0,0
467,3,7,1,69,446,2,9,8,0,0,0,0,0,0
468,6,10,4,59,338,6,10,1,0,0,0,0,0,0
469,5,7,7,305,2475,7,31,-3,0,0,0,0,0,0
470,-16,1,7,79,522,6,10,-7,0,0,0,0,0,0
471,13,5,6,268,1946,6,17,7,0,0,0,0,0,0
472,11,6,1,171,1400,12,30,38,0,0,0,0,0,0
473,-4,8,6,205,1635,9,20,-3,0,0,0,0,0,0
474,-10,5,3,26,110,4,11,-5,0,0,0,0,0,0
475,-7,8,6,106,671,4,11,-3,0,0,0,0,0,0
476,76,2,3,76,577,4,19,84,0,1,0,0,0,0
477,-8,9,2,105,814,15,8,-3,0,0,0,0,0,0
478,-16,11,5,59,395,3,15,-9,0,0,0,0,0,0
479,-1,7,1,46,306,2,18,5,0,0,0,0,0,0
480,6,3,4,136,813,5,13,-3,0,0,0,0,0,0
481,-9,2,7,79,473,10,8,4,0,0,0,0,0,0
482,-17,8,4,106,834,4,10,-2,0,0,0,0,0,0
483,-2,10,1,62,329,8,8,-4,0,0,0,0,0,0
484,-24,3,6,82,647,4,12,-8,0,0,0,0,0,0
485,-1,10,3,50,284,5,11,-2,0,0,0,0,0,0
486,9,9,4,114,852,4,29,0,0,0,0,0,0,0
487,-1,11,4,118,846,11,36,-10,0,0,0,0,0,0
488,-10,3,2,59,368,3,7,1,0,0,0,0,0,0
489,-1,6,6,63,412,8,13,-5,0,0,0,0,0,0
490,138,1,4,36,237,3,33,121,0,0,0,1,0,1
491,-17,4,3,85,581,6,8,-5,0,0,0,0,0,0
492,-2,4,2,68,430,5,25,-3,0,0,0,0,0,0
493,8,9,4,52,215,3,23,-5,0,0,0,0,0,0
494,-14,12,5,172,1182,10,19,-5,0,0,0,0,0,0
496,8,9,7,147,1235,21,26,-6,0,0,0,0,0,0
497,-16,11,6,137,1076,4,14,-1,0,0,0,0,0,0
498,2,3,4,77,301,7,16,-4,0,0,0,0,0,0
499,-10,2,4,121,802,11,10,-2,0,0,0,0,0,0
500,-10,5,6,108,802,18,10,-4,0,0,0,0,0,0
501,-10,2,4,154,1190,7,14,-3,0,0,0,0,0,0
502,-12,4,2,53,334,4,16,0,0,0,0,0,0,0
503,46,11,4,77,552,4,19,44,0,0,0,1,0,1
504,-5,9,4,133,888,7,12,-2,0,0,0,0,0,0
505,-14,6,4,305,2724,6,17,2,0,0,0,0,0,0
506,91,3,1,49,283,2,5,100,0,0,0,0,0,1
507,-6,7,6,90,536,11,17,-5,0,0,0,0,0,0
508,1,8,7,102,665,5,26,0,0,0,0,0,0,0
509,-11,8,5,89,606,7,20,-7,0,0,0,0,0,0
510,-2,5,4,33,177,9,17,-1,0,0,0,0,0,0
511,-13,6,1,98,683,5,17,-1,0,0,0,0,0,0
512,-1,6,7,62,260,2,16,-1,0,0,0,0,0,0
513,26,7,5,117,848,5,7,42,0,1,0,0,0,1
514,89,6,6,116,1024,6,7,125,0,1,0,0,0,1
515,0,4,5,42,258,9,16,3,0,0,0,0,0,0
516,-18,1,3,31,201,5,9,-5,0,0,0,0,0,0
517,-5,2,3,42,191,7,8,-1,0,0,0,0,0,0
518,12,4,1,139,1005,8,22,0,0,0,0,0,0,0
519,23,3,2,202,1745,5,18,41,0,0,0,1,0,0
520,2,9,7,110,740,2,53,-3,0,0,0,0,0,0
522,12,3,4,141,920,9,30,-5,0,0,0,0,0,0
523,5,12,2,82,551,6,13,4,0,0,0,0,0,0
524,11,2,5,29,175,4,8,20,0,0,0,0,0,0
525,-13,7,4,57,396,2,14,0,0,0,0,0,0,0
526,0,1,3,73,410,6,6,0,0,0,0,0,0,0
527,-30,1,5,81,530,5,21,-7,0,0,0,0,0,0
528,-13,5,7,99,697,4,15,-6,0,0,0,0,0,0
529,-10,8,4,86,630,9,14,-5,0,0,0,0,0,0
530,-3,11,4,138,919,2,9,13,0,0,0,0,0,0
531,-17,12,5,101,833,3,9,0,0,0,0,0,0,0
533,19,4,2,129,925,9,18,11,0,1,0,1,0,0
534,-2,6,1,187,1390,6,7,3,0,0,0,0,0,0
535,-7,8,1,37,224,5,15,-4,0,0,0,0,0,0
536,-21,7,7,54,280,4,19,-7,0,0,0,0,0,0
537,-23,10,6,53,262,12,4,-10,0,0,0,0,0,0
538,29,7,7,217,1825,6,10,39,0,1,0,0,0,0
540,23,11,4,42,220,4,7,30,0,0,0,0,0,1
541,-19,8,4,191,1536,11,14,-4,0,0,0,0,0,0
542,35,6,4,225,1751,4,8,38,0,0,1,0,0,0
543,24,10,5,97,544,6,56,-7,0,0,0,1,0,0
544,10,7,4,62,463,4,13,14,0,0,0,0,0,0
545,0,5,2,92,501,12,21,-7,0,0,0,0,0,0
546,6,8,2,219,1709,6,33,-1,0,0,0,0,0,0
547,16,1,2,119,646,9,15,-5,0,0,0,1,0,0
548,-15,10,2,209,1827,7,17,-9,0,0,0,0,0,0
549,-4,4,4,62,262,5,16,-6,0,0,0,0,0,0
550,-14,2,7,46,209,8,12,-5,0,0,0,0,0,0
551,-3,4,5,65,399,10,10,-1,0,0,0,0,0,0
552,-11,9,5,168,1199,5,24,-7,0,0,0,0,0,0
553,-5,5,7,139,1024,4,17,7,0,0,0,0,0,0
554,13,7,6,126,972,3,9,30,0,0,0,0,0,0
555,2,2,4,220,1589,14,13,18,0,0,0,0,0,0
556,10,3,1,191,1185,5,18,-4,0,0,0,0,0,0
557,-15,10,1,34,201,4,13,-5,0,0,0,0,0,0
558,8,10,7,36,216,6,9,6,0,0,0,0,0,0
559,-14,2,5,126,850,3,12,-4,0,0,0,0,0,0
560,-9,1,5,111,642,9,8,-7,0,0,0,0,0,0
561,-1,3,1,21,102,5,9,1,0,0,0,0,0,0
562,21,3,2,116,1024,10,17,28,0,1,0,1,0,1
563,-3,3,7,24,86,4,15,-3,0,0,0,0,0,0
564,-6,9,7,67,444,3,8,-4,0,0,0,0,0,0
565,6,1,2,39,189,3,9,10,0,0,0,0,0,0
566,-5,7,4,66,438,6,14,-1,0,0,0,0,0,0
567,-1,7,5,59,363,5,36,-3,0,0,0,0,0,0
568,59,12,7,95,606,8,35,44,0,0,0,1,0,1
569,-15,8,7,70,409,6,11,-7,0,0,0,0,0,0
570,14,3,6,278,2518,17,23,10,0,0,0,0,0,0
571,-13,1,1,121,1005,5,19,-3,0,0,0,0,0,0
572,1,3,1,70,473,5,13,3,0,0,0,0,0,0
573,-24,12,1,29,109,7,16,-5,0,0,0,0,0,0
574,-6,10,5,111,787,9,8,-5,0,0,0,0,0,0
575,53,10,3,74,500,14,39,30,0,1,0,1,0,0
576,56,5,2,40,227,5,16,60,0,1,0,0,0,1
578,-3,3,5,40,240,6,13,1,0,0,0,0,0,0
579,3,9,3,115,888,9,23,-6,0,0,0,0,0,0
580,12,4,5,46,305,5,29,6,0,0,0,0,0,0
581,-5,3,2,157,1342,4,10,8,0,0,0,0,0,0
582,9,7,7,234,1709,5,12,9,0,0,0,0,0,0
583,-17,5,3,162,1258,6,8,-3,0,0,0,0,0,0
584,121,4,1,179,1197,13,98,31,0,0,0,1,0,1
585,-9,4,2,69,335,2,16,-5,0,0,0,0,0,0
586,-22,11,2,222,1569,3,37,-8,0,0,0,0,0,0
587,7,1,2,72,507,6,21,10,0,0,0,0,0,0
588,3,9,1,86,606,7,28,3,0,0,0,0,0,0
589,57,5,2,30,155,5,15,57,0,1,0,0,0,0
590,9,8,5,149,1121,15,15,0,0,0,0,0,0,0
591,10,7,4,35,107,4,9,2,0,0,0,0,0,0
592,10,8,3,78,509,3,19,16,0,0,0,0,0,0
593,6,7,4,82,533,6,22,-3,0,0,0,0,0,0
594,170,3,2,84,624,2,17,172,0,0,1,0,0,0
595,104,10,5,102,817,7,23,117,0,1,0,0,0,0
596,24,9,2,79,457,9,11,38,0,1,0,0,0,0
597,35,9,1,281,2217,12,21,2,0,0,0,1,0,0
598,3,2,2,66,480,2,19,1,0,0,0,0,0,0
599,29,8,3,47,304,3,9,39,0,1,0,0,0,0
600,7,1,7,95,744,11,7,12,0,0,0,0,0,0
601,0,7,2,166,1201,14,12,7,0,0,0,0,0,0
602,-13,7,3,196,1489,5,8,-2,0,0,0,0,0,0
603,2,10,3,261,2116,7,17,-6,0,0,0,0,0,0
604,-3,8,3,167,1303,3,15,3,0,0,0,0,0,0
605,-20,10,7,71,453,23,19,-13,0,0,0,0,0,0
606,-7,11,7,168,1195,10,15,-10,0,0,0,0,0,0
607,-15,5,4,133,1062,3,9,-5,0,0,0,0,0,0
608,-5,12,2,23,100,4,8,-5,0,0,0,0,0,0
609,3,5,5,232,1547,10,13,-7,0,0,0,0,0,0
610,-6,9,1,48,297,3,20,-3,0,0,0,0,0,0
611,0,10,7,71,461,3,7,9,0,0,0,0,0,0
612,19,6,5,85,411,6,25,1,0,0,0,1,0,0
613,-3,10,4,63,411,3,20,-4,0,0,0,0,0,0
614,25,7,3,65,382,7,26,35,0,1,0,0,0,0
615,-11,7,2,38,217,5,26,-15,0,0,0,0,0,0
616,-22,2,2,158,1069,6,10,-5,0,0,0,0,0,0
617,2,12,2,46,209,7,6,13,0,0,0,0,0,0
618,-6,5,1,132,1044,4,19,-5,0,0,0,0,0,0
619,15,7,3,75,461,6,17,10,0,1,0,1,0,0
620,34,6,2,174,1119,14,20,11,0,1,0,1,0,1
621,-19,6,2,100,740,5,20,0,0,0,0,0,0,0
622,-11,6,6,59,353,5,11,-7,0,0,0,0,0,0
623,31,5,7,102,515,6,11,17,0,0,0,1,0,1
624,-10,10,5,78,574,5,20,-4,0,0,0,0,0,0
625,16,4,3,127,838,5,21,8,0,1,0,1,0,0
626,-14,7,6,88,634,5,11,-8,0,0,0,0,0,0
627,-8,2,6,45,283,6,9,-3,0,0,0,0,0,0
628,-20,8,5,56,269,3,9,-2,0,0,0,0,0,0
629,12,6,1,223,1747,12,24,0,0,0,0,0,0,0
630,-13,9,1,108,761,10,13,-3,0,0,0,0,0,0
631,29,4,7,51,309,4,10,34,0,0,0,0,0,1
632,-3,3,2,150,954,8,14,-2,0,0,0,0,0,0
633,1,1,7,211,1900,4,37,5,0,0,0,0,0,0
634,-8,2,7,110,758,5,10,7,0,0,0,0,0,0
635,2,2,4,231,1619,6,32,5,0,0,0,0,0,0
636,-17,8,5,65,372,4,10,-3,0,0,0,0,0,0
637,-1,12,4,65,301,5,9,16,0,0,0,0,0,0
638,-7,6,3,45,296,4,8,1,0,0,0,0,0,0
639,-15,8,2,54,342,6,9,-9,0,0,0,0,0,0
640,18,4,7,58,443,6,20,21,0,1,0,0,0,0
641,42,4,4,113,789,41,12,4,0,0,0,1,0,0
642,-12,5,6,92,732,5,11,10,0,0,0,0,0,0
643,3,9,2,69,412,5,24,4,0,0,0,0,0,0
644,0,5,2,113,726,4,14,-1,0,0,0,0,0,0
645,-7,10,1,45,258,3,10,-5,0,0,0,0,0,0
646,-7,6,7,35,197,4,8,-4,0,0,0,0,0,0
647,-12,3,1,71,404,15,27,-5,0,0,0,0,0,0
648,13,10,2,132,954,9,15,20,0,0,0,0,0,0
649,-4,1,5,36,216,5,9,-3,0,0,0,0,0,0
650,20,12,3,73,544,6,34,20,0,0,0,0,0,1
651,6,5,7,112,629,9,15,-12,0,0,0,0,0,0
652,-4,4,4,54,366,4,16,-2,0,0,0,0,0,0
653,27,12,2,61,389,3,23,15,0,0,0,1,0,1
654,26,10,1,58,373,3,13,33,0,1,0,0,0,1
655,7,6,7,201,1335,4,27,0,0,0,0,0,0,0
656,168,2,4,270,1865,5,14,163,0,1,0,1,0,0
657,17,11,1,143,1107,3,8,51,0,1,0,0,0,0
658,-6,6,5,160,1258,5,10,4,0,0,0,0,0,0
659,34,1,7,149,1009,12,22,25,0,1,0,1,0,0
660,-3,11,4,54,258,6,19,-7,0,0,0,0,0,0
661,-14,7,4,84,590,3,5,-1,0,0,0,0,0,0
662,4,9,3,64,355,4,23,-3,0,0,0,0,0,0
663,11,9,1,267,2075,4,64,-5,0,0,0,0,0,0
664,135,1,5,284,2586,10,16,148,0,0,0,0,0,1
665,-11,12,3,61,304,9,9,-10,0,0,0,0,0,0
666,-14,6,5,67,406,5,13,-7,0,0,0,0,0,0
667,44,6,5,140,1086,5,17,57,0,0,0,0,0,1
668,4,3,7,139,938,7,22,3,0,0,0,0,0,0
669,138,1,5,105,599,6,19,128,0,0,0,1,0,1
670,-14,2,5,189,1167,5,18,0,0,0,0,0,0,0
671,170,6,4,51,247,3,15,166,0,0,1,1,0,1
672,126,10,4,94,628,9,56,101,0,0,0,1,0,0
673,7,12,5,83,484,5,8,6,0,0,0,0,0,0
674,-23,4,6,46,160,12,13,-9,0,0,0,0,0,0
675,126,2,2,88,522,3,48,87,0,0,0,1,0,0
676,-10,2,7,97,606,7,21,-1,0,0,0,0,0,0
677,-9,11,5,43,239,3,5,0,0,0,0,0,0,0
678,-10,7,2,128,938,5,16,7,0,0,0,0,0,0
679,-16,4,1,75,621,7,11,10,0,0,0,0,0,0
680,40,8,3,91,616,5,57,-3,0,0,0,1,0,0
681,-9,1,3,109,632,7,12,4,0,0,0,0,0,0
682,94,8,4,65,351,4,33,69,0,0,1,1,0,1
683,33,7,7,66,369,5,12,40,0,0,0,1,0,0
684,-21,9,4,161,1215,3,54,-11,0,0,0,0,0,0
685,11,6,5,46,272,10,9,24,0,0,0,0,0,0
686,25,6,1,216,1825,7,9,33,0,1,0,0,0,0
687,2,3,4,250,1726,6,10,-4,0,0,0,0,0,0
688,8,6,6,142,1129,2,11,18,0,0,0,0,0,0
690,38,12,5,56,399,4,6,44,0,0,0,0,0,1
691,-10,8,5,53,328,4,8,0,0,0,0,0,0,0
692,1,3,5,64,528,4,10,8,0,0,0,0,0,0
693,4,4,4,141,1034,4,22,19,0,0,0,0,0,0
694,-4,9,7,298,2454,8,15,-5,0,0,0,0,0,0
695,-10,6,7,79,508,8,11,-5,0,0,0,0,0,0
696,25,12,3,102,649,5,12,23,0,0,0,1,0,1
697,20,7,4,110,717,5,9,16,0,1,0,1,0,1
698,-19,11,7,77,651,6,12,-9,0,0,0,0,0,0
699,-16,10,7,27,173,2,13,-3,0,0,0,0,0,0
700,-4,6,3,87,533,10,12,-8,0,0,0,0,0,0
701,-8,6,7,106,758,3,15,-4,0,0,0,0,0,0
702,-5,6,7,42,239,5,9,-1,0,0,0,0,0,0
703,-14,8,3,141,1105,3,9,-2,0,0,0,0,0,0
704,-12,10,3,65,490,9,14,-8,0,0,0,0,0,0
705,5,3,3,166,1303,4,13,5,0,0,0,0,0,0
706,-1,8,7,104,438,6,12,0,0,0,0,0,0,0
707,-9,3,7,52,325,5,6,-2,0,0,0,0,0,0
708,22,5,5,17,74,4,17,22,0,0,0,0,0,1
709,-18,3,7,79,529,5,36,-5,0,0,0,0,0,0
710,-9,2,5,101,728,7,16,-6,0,0,0,0,0,0
712,32,8,7,9,31,3,3,42,0,0,0,0,0,1
714,0,9,1,115,895,5,17,-2,0,0,0,0,0,0
715,-5,6,7,79,522,6,11,-7,0,0,0,0,0,0
716,8,4,1,170,1217,6,11,1,0,0,0,0,0,0
717,11,6,3,39,150,3,25,5,0,0,0,0,0,0
718,16,9,4,73,258,11,12,-5,0,0,0,1,0,0
719,-15,5,6,82,595,10,16,-8,0,0,0,0,0,0
720,33,3,3,88,550,9,22,29,0,0,0,1,0,0
721,18,9,1,33,174,5,15,21,0,0,0,0,0,1
722,-8,3,6,26,94,6,20,-14,0,0,0,0,0,0
723,-10,2,2,45,331,4,18,-1,0,0,0,0,0,0
724,-8,4,4,29,116,3,5,-1,0,0,0,0,0,0
725,8,7,4,140,933,3,22,-5,0,0,0,0,0,0
726,-19,10,5,158,1303,14,13,-7,0,0,0,0,0,0
727,-11,4,5,91,642,3,14,-4,0,0,0,0,0,0
728,-11,6,3,217,1597,5,27,0,0,0,0,0,0,0
729,-6,7,5,112,802,9,10,-2,0,0,0,0,0,0
730,-8,7,2,66,481,5,13,-2,0,0,0,0,0,0
731,9,10,1,86,581,3,36,1,0,0,0,0,0,0
732,-2,4,1,217,1916,16,14,0,0,0,0,0,0,0
733,216,9,5,105,280,3,14,189,0,0,0,1,0,1
734,18,12,3,46,191,4,27,0,0,0,0,1,0,0
735,52,3,7,185,1092,4,20,37,0,1,0,1,0,1
736,4,11,1,90,529,12,36,-7,0,0,0,0,0,0
737,16,7,1,77,297,7,14,-3,0,0,0,1,0,0
738,57,10,3,151,595,15,13,-10,0,0,0,1,0,0
740,32,5,7,241,1587,6,16,16,0,0,0,1,0,1
741,5,1,4,39,204,5,10,11,0,0,0,0,0,0
742,-3,10,5,96,680,7,11,-1,0,0,0,0,0,0
743,-6,1,6,34,190,8,16,-4,0,0,0,0,0,0
744,4,8,1,103,728,4,15,7,0,0,0,0,0,0
745,3,7,6,40,253,11,13,1,0,0,0,0,0,0
747,-20,6,4,35,200,4,7,-9,0,0,0,0,0,0
748,-7,1,1,71,397,5,12,0,0,0,0,0,0,0
749,-30,7,4,38,314,9,7,-2,0,0,0,0,0,0
750,-33,11,2,124,872,7,19,1,0,0,0,0,0,0
751,-7,4,4,163,1103,4,10,-4,0,0,0,0,0,0
752,41,6,6,328,2565,10,39,36,0,1,0,1,0,0
753,-14,9,6,44,258,2,7,-2,0,0,0,0,0,0
754,134,5,7,165,1452,11,10,149,0,0,0,0,0,1
755,-3,2,1,274,2454,9,11,15,0,0,0,0,0,0
756,45,9,7,74,569,13,64,-6,0,0,0,1,0,0
757,3,10,6,124,920,4,13,7,0,0,0,0,0,0
758,-8,6,5,53,223,5,17,-5,0,0,0,0,0,0
759,-4,7,6,84,590,5,11,5,0,0,0,0,0,0
760,9,3,3,212,1400,6,35,6,0,0,0,0,0,0
761,-16,6,1,85,577,4,10,0,0,0,0,0,0,0
763,8,12,5,211,1454,4,13,0,0,0,0,0,0,0
764,0,10,6,100,644,7,25,-3,0,0,0,0,0,0
765,14,5,2,113,748,4,26,-2,0,0,0,0,0,0
766,-7,7,7,79,483,6,12,-7,0,0,0,0,0,0
767,-3,3,1,61,445,2,23,-2,0,0,0,0,0,0
768,46,3,5,66,321,12,17,35,0,1,0,1,0,0
769,7,4,2,74,258,4,31,-10,0,0,0,0,0,0
770,-7,1,5,125,777,2,19,-2,0,0,0,0,0,0
771,-3,5,7,266,1900,12,10,2,0,0,0,0,0,0
772,10,2,4,88,501,9,32,6,0,0,0,0,0,0
773,-6,11,2,58,357,4,19,-8,0,0,0,0,0,0
774,-4,5,4,54,408,7,24,-11,0,0,0,0,0,0
775,-17,11,1,84,547,7,10,-5,0,0,0,0,0,0
776,6,12,2,90,552,3,23,0,0,0,0,0,0,0
777,41,2,1,62,382,10,55,7,0,1,0,1,0,0
778,-22,4,1,88,680,5,7,-11,0,0,0,0,0,0
779,1,1,3,45,256,5,14,2,0,0,0,0,0,0
780,-5,8,6,92,723,4,11,3,0,0,0,0,0,0
781,3,12,2,43,239,2,13,0,0,0,0,0,0,0
782,-8,7,4,140,1054,6,7,-1,0,0,0,0,0,0
783,3,2,1,64,386,5,12,-2,0,0,0,0,0,0
784,-12,5,5,117,883,5,11,0,0,0,0,0,0,0
785,-9,3,5,38,238,2,13,-1,0,0,0,0,0,0
786,10,3,7,287,2217,4,14,28,0,0,0,0,0,0
787,11,5,3,294,2306,7,34,12,0,0,0,0,0,0
788,-7,3,6,101,680,5,9,0,0,0,0,0,0,0
789,64,5,4,117,861,8,19,76,0,0,0,1,0,0
790,0,9,2,89,600,6,23,2,0,0,0,0,0,0
791,13,6,4,70,426,3,28,17,0,0,0,0,0,0
792,-21,7,2,40,214,2,23,-8,0,0,0,0,0,0
793,-11,10,5,57,391,6,24,-8,0,0,0,0,0,0
794,-10,4,3,43,236,7,8,-3,0,0,0,0,0,0
795,0,3,4,57,404,6,21,1,0,0,0,0,0,0
796,-8,2,6,56,338,6,11,-1,0,0,0,0,0,0
797,-15,10,3,130,957,15,10,-5,0,0,0,0,0,0
798,-7,10,1,217,1597,2,8,-1,0,0,0,0,0,0
799,17,6,6,109,606,9,17,4,0,0,0,1,0,0
800,-7,10,4,61,383,8,11,-2,0,0,0,0,0,0
801,26,2,3,69,490,14,34,-3,0,0,0,1,0,0
802,91,6,3,53,370,5,16,102,0,1,0,0,0,0
803,56,2,1,43,258,10,19,59,0,0,0,1,0,1
805,-11,9,5,51,333,6,8,-1,0,0,0,0,0,0
806,3,3,2,58,338,5,26,1,0,0,0,0,0,0
807,8,6,1,109,643,20,15,-9,0,0,0,0,0,0
808,-1,3,2,56,332,14,22,-7,0,0,0,0,0,0
809,3,10,3,58,318,5,9,1,0,0,0,0,0,0
810,-15,11,7,154,1216,4,11,-2,0,0,0,0,0,0
811,-6,6,6,126,909,7,10,-10,0,0,0,0,0,0
812,-4,10,4,120,861,10,20,-3,0,0,0,0,0,0
813,22,11,2,84,448,4,16,22,0,0,0,0,0,1
814,-7,11,3,42,222,4,18,-9,0,0,0,0,0,0
815,0,6,1,208,1737,4,11,4,0,0,0,0,0,0
816,10,8,4,138,972,8,11,18,0,0,0,0,0,0
817,-7,7,2,29,163,5,8,-7,0,0,0,0,0,0
818,-15,11,2,55,328,3,10,-8,0,0,0,0,0,0
819,-3,1,6,262,2356,5,22,-2,0,0,0,0,0,0
820,-11,5,1,284,2406,5,11,-3,0,0,0,0,0,0
821,9,1,1,66,197,5,17,-3,0,0,0,0,0,0
822,-15,6,7,78,515,7,10,-5,0,0,0,0,0,0
823,0,7,3,108,781,4,9,4,0,0,0,0,0,0
824,19,11,1,34,189,3,10,32,0,0,0,0,0,1
825,188,3,5,90,529,6,19,201,0,0,0,1,0,0
826,-16,5,3,82,524,3,16,-7,0,0,0,0,0,0
827,9,4,6,31,109,9,14,2,0,0,0,0,0,0
828,35,6,1,123,972,4,29,34,0,0,1,1,0,1
829,-20,1,3,101,845,8,15,-3,0,0,0,0,0,0
830,-10,11,6,144,1189,6,16,-6,0,0,0,0,0,0
831,-12,4,3,92,762,17,9,0,0,0,0,0,0,0
832,-14,3,1,110,880,3,9,-6,0,0,0,0,0,0
833,-9,8,2,83,581,4,15,-2,0,0,0,0,0,0
834,10,7,3,82,500,5,23,0,0,0,0,0,0,0
835,-9,6,7,19,84,4,15,3,0,0,0,0,0,0
836,-5,12,2,79,581,5,21,1,0,0,0,0,0,0
837,-26,5,1,66,441,6,9,-3,0,0,0,0,0,0
838,7,10,4,76,528,2,9,15,0,0,0,0,0,0
839,42,4,6,125,950,3,10,59,0,0,0,1,0,0
840,31,9,2,90,641,9,33,50,0,0,0,0,0,1
841,-17,3,7,85,522,5,13,-13,0,0,0,0,0,0
842,-10,6,1,130,919,3,15,-3,0,0,0,0,0,0
843,22,2,7,260,1671,14,10,-3,0,0,0,1,0,0
844,-4,8,5,57,403,3,20,-9,0,0,0,0,0,0
845,27,8,2,16,72,7,10,34,0,0,0,0,0,1
846,-19,1,3,103,661,7,9,-3,0,0,0,0,0,0
847,1,10,2,134,867,11,22,-6,0,0,0,0,0,0
848,73,7,6,37,199,5,16,87,0,1,0,0,0,0
849,2,5,6,106,789,7,17,0,0,0,0,0,0,0
850,-6,4,3,54,325,4,6,0,0,0,0,0,0,0
851,-9,5,3,67,435,6,6,2,0,0,0,0,0,0
852,9,5,5,187,1199,7,17,-2,0,0,0,0,0,0
853,14,5,5,100,723,5,8,31,0,0,0,0,0,0
854,52,5,1,99,643,27,20,28,0,0,0,1,0,1
855,-10,11,6,53,307,3,10,-1,0,0,0,0,0,0
856,-14,4,3,81,546,3,9,-4,0,0,0,0,0,0
857,-7,5,1,92,732,4,13,9,0,0,0,0,0,0
858,-4,7,1,88,628,6,8,-1,0,0,0,0,0,0
859,-21,1,3,47,229,3,4,0,0,0,0,0,0,0
860,-14,4,3,270,2306,6,11,-6,0,0,0,0,0,0
861,1,2,3,172,1182,6,27,-2,0,0,0,0,0,0
862,112,1,4,52,344,2,62,75,0,0,0,0,0,1
863,11,1,2,87,505,10,18,0,0,0,0,0,0,0
864,-2,11,7,73,487,4,8,-2,0,0,0,0,0,0
865,38,10,7,32,174,3,18,42,0,1,0,0,0,0
866,-13,2,7,63,407,3,8,-2,0,0,0,0,0,0
867,-4,12,1,55,356,3,13,-3,0,0,0,0,0,0
868,-45,6,6,123,944,7,20,-2,0,0,0,0,0,0
869,-8,8,2,44,264,3,37,-5,0,0,0,0,0,0
870,16,1,4,43,121,8,34,0,0,0,0,1,0,0
871,20,5,1,137,1086,7,22,52,0,1,0,0,0,0
872,6,12,3,75,359,5,7,-1,0,0,0,0,0,0
873,0,6,7,44,268,4,10,7,0,0,0,0,0,0
874,9,11,4,28,147,3,42,-1,0,0,0,0,0,0
875,13,3,7,99,777,4,20,10,0,0,0,0,0,0
876,-10,2,3,115,935,3,10,-3,0,0,0,0,0,0
877,7,6,6,81,581,6,17,14,0,0,0,0,0,0
878,-12,9,3,18,107,5,4,0,0,0,0,0,0,0
879,-16,10,6,148,1258,4,14,-2,0,0,0,0,0,0
880,-18,6,5,89,625,4,18,-2,0,0,0,0,0,0
881,5,1,5,65,283,4,13,-2,0,0,0,0,0,0
882,2,7,4,34,197,4,9,10,0,0,0,0,0,0
883,-17,6,6,116,931,6,10,-2,0,0,0,0,0,0
884,-9,8,1,60,423,4,17,-1,0,0,0,0,0,0
885,-3,6,7,33,89,12,14,-9,0,0,0,0,0,0
886,67,8,1,76,551,7,24,60,0,1,0,1,0,0
887,-4,10,7,199,1774,6,15,8,0,0,0,0,0,0
888,-12,12,5,87,762,9,14,-3,0,0,0,0,0,0
889,-2,11,6,43,239,3,10,2,0,0,0,0,0,0
890,105,6,1,52,222,2,8,106,0,1,0,0,0,0
891,-5,12,4,78,404,3,13,-8,0,0,0,0,0,0
892,-42,9,1,112,738,5,8,-7,0,0,0,0,0,0
893,71,12,6,120,701,5,25,55,0,1,0,1,0,0
894,5,6,3,75,326,7,5,-3,0,0,0,0,0,0
895,6,6,1,55,303,5,13,3,0,0,0,0,0,0
896,-6,7,1,46,297,4,20,-1,0,0,0,0,0,0
897,20,8,6,51,264,12,19,36,0,1,0,0,0,0
898,-2,5,3,114,967,7,32,-3,0,0,0,0,0,0
899,-18,3,4,102,843,2,26,-4,0,0,0,0,0,0
900,10,5,3,241,1635,8,13,-4,0,0,0,0,0,0
901,6,4,5,35,109,3,12,8,0,0,0,0,0,0
902,-7,1,1,136,1199,9,12,4,0,0,0,0,0,0
903,34,5,3,77,516,6,38,11,0,0,1,1,0,0
904,-4,5,1,316,2704,4,17,-6,0,0,0,0,0,0
905,34,7,3,98,837,5,11,55,0,1,0,0,0,1
906,-4,5,6,24,137,4,23,-5,0,0,0,0,0,0
907,16,10,6,113,775,7,6,30,0,0,0,0,0,1
908,5,11,6,35,228,4,27,-1,0,0,0,0,0,0
